prim_lang_desc,acct_sts_cd,acct_sts_desc,acct_create_dt,acct_frst_actv_dt,acct_lst_discnt_dt,acct_lst_rcnt_dt,dtv_frst_actv_dt,dtv_actv_ind,blng_pmt_mthd_desc,blng_type_desc,rc1_acct_ind,dtv_lst_discnt_dt,dtv_lst_rcnt_dt,dtv_base_pkg_prd_cd,dtv_prev_bal_amt,dtv_lst_bl_bal_due_amt,dtv_lst_bl_pmt_mthd_cd,dtv_lst_bl_pmt_mthd_desc,contrct_type_cd,lst_cntrct_expr_dt,lst_cntrct_dur_in_mnth,cmbnd_bl_ind
English,A,Active,11/28/2006,11/30/2006,1/1/1900,1/1/1900,11/28/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,107.32,67.75,8,Cash Payment,B,1/3/2020,24,?
English,A,Active,5/10/2006,5/12/2006,1/1/1900,1/1/1900,5/10/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834054,174.37,174.37,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,9/18/2006,10/18/2006,1/1/1900,1/1/1900,9/18/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834054,201.87,201.87,8,Cash Payment,?,1/1/1900,0,?
Spanish,A,Active,10/14/2006,10/20/2006,1/1/1900,1/1/1900,10/14/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834834,110.72,160.17,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,9/29/2006,10/5/2006,1/1/1900,1/1/1900,9/29/2006,Y,Credit Card Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,146.75,146.75,2,Credit Card Payment,B,6/19/2019,29,?
English,A,Active,8/24/2006,8/29/2006,1/1/1900,1/1/1900,8/29/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,189.68,176.87,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,3/8/2006,3/13/2006,1/1/1900,1/1/1900,3/13/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834024,79.23,100.59,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/15/2006,6/17/2006,1/1/1900,1/1/1900,6/17/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88833984,64.42,64.42,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,5/12/2006,5/18/2006,1/1/1900,1/1/1900,5/12/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,1/1/1900,88834854,309.44,309.44,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,6/13/2006,6/20/2006,1/1/1900,1/1/1900,6/20/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,258.99,258.99,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/12/2006,6/30/2006,1/1/1900,1/1/1900,6/12/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,56.17,56.17,8,Cash Payment,B,3/16/2020,24,?
English,A,Active,5/7/2006,5/9/2006,1/1/1900,1/1/1900,5/7/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,131.79,142.3,8,Cash Payment,B,12/11/2019,24,?
English,A,Active,10/21/2006,10/24/2006,1/1/1900,1/1/1900,10/24/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,89.63,93.88,8,Cash Payment,B,3/15/2019,14,?
English,A,Active,12/15/2006,12/22/2006,1/1/1900,1/1/1900,12/15/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,-16.35,156.55,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,11/27/2006,12/5/2006,1/1/1900,1/1/1900,12/5/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,29.99,29.99,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,1/17/2006,1/27/2006,1/1/1900,1/1/1900,1/27/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88833984,65.52,65.52,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,3/1/2006,4/18/2006,1/1/1900,1/1/1900,3/1/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,146.1,146.1,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,6/10/2006,6/14/2006,1/1/1900,1/1/1900,6/10/2006,Y,Credit Card Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,51.98,51.98,2,Credit Card Payment,B,12/13/2019,24,?
English,A,Active,12/8/2006,12/9/2006,1/1/1900,1/1/1900,12/9/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,89337264,114.05,114.05,E,True Credit Card,B,3/26/2021,24,?
English,A,Active,1/26/2006,2/3/2006,1/1/1900,1/1/1900,1/26/2006,Y,Credit Card Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,102.22,104.67,2,Credit Card Payment,B,4/21/2021,24,?
English,A,Active,10/25/2006,11/8/2006,1/1/1900,1/1/1900,10/25/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,457.65,264.22,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,7/19/2006,7/30/2006,1/1/1900,1/1/1900,7/30/2006,Y,Credit Card Payment,EBILL STMT,Y,1/29/2019,2/11/2019,88849914,126.78,126.78,2,Credit Card Payment,B,2/10/2021,24,?
English,A,Active,8/23/2006,9/7/2006,1/1/1900,1/1/1900,8/23/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,161.72,161.72,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/16/2006,6/19/2006,1/1/1900,1/1/1900,6/16/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,1/1/1900,88834024,159.13,167.77,6,Direct Pay,B,8/17/2019,24,?
English,A,Active,11/28/2006,12/14/2006,1/1/1900,1/1/1900,11/28/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,142.33,142.33,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/26/2006,1/4/2007,1/1/1900,1/1/1900,12/26/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,103.97,111.37,8,Cash Payment,B,5/1/2020,24,?
English,A,Active,9/8/2006,9/13/2006,1/1/1900,1/1/1900,9/13/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,110.19,110.19,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,10/2/2006,10/3/2006,1/1/1900,1/1/1900,10/2/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,200.85,205.1,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,10/14/2006,10/23/2006,1/1/1900,1/1/1900,10/14/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,118.67,118.67,8,Cash Payment,?,1/1/1900,0,?
Spanish,A,Active,9/11/2006,9/13/2006,1/1/1900,1/1/1900,9/11/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88835334,92.24,92.24,8,Cash Payment,B,9/7/2019,33,?
English,A,Active,1/3/2006,1/6/2006,1/1/1900,1/1/1900,1/3/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,85.81,115.14,8,Cash Payment,?,1/1/1900,0,?
Spanish,A,Active,5/4/2006,5/9/2006,1/1/1900,1/1/1900,5/4/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,62.97,65.41,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,9/5/2006,9/15/2006,1/1/1900,1/1/1900,9/15/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,188.08,188.08,6,Direct Pay,?,1/1/1900,0,Y
English,A,Active,2/7/2006,2/10/2006,1/1/1900,1/1/1900,2/7/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,157.49,157.49,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/27/2006,12/29/2006,1/1/1900,1/1/1900,12/27/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,138.3,142.57,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/11/1998,6/11/1998,1/1/1900,1/1/1900,4/10/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834054,153.07,202.57,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,12/14/2006,12/19/2006,1/1/1900,1/1/1900,12/14/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,143.1,143.1,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,6/25/2006,6/27/2006,1/1/1900,1/1/1900,6/25/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89336964,186.91,186.91,8,Cash Payment,B,12/20/2019,24,?
English,A,Active,5/26/2006,6/1/2006,1/1/1900,1/1/1900,5/26/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,123.97,123.97,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,7/8/2006,6/26/2010,1/1/1900,1/1/1900,7/8/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,113.2,113.2,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,9/9/2006,9/11/2006,1/1/1900,1/1/1900,9/11/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,119.83,119.83,8,Cash Payment,B,7/12/2019,24,?
English,A,Active,3/31/2006,4/17/2006,1/1/1900,1/1/1900,3/31/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834004,141.74,145.99,8,Cash Payment,B,4/9/2020,12,?
English,A,Active,7/3/2006,7/8/2006,1/1/1900,1/1/1900,7/3/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,187.41,187.41,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,7/11/2006,7/13/2006,1/1/1900,1/1/1900,7/13/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,1/1/1900,88834804,42.39,42.39,6,Direct Pay,B,2/12/2019,0,?
English,A,Active,8/2/2006,8/21/2006,1/1/1900,1/1/1900,8/2/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,134.32,134.32,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,1/25/2006,1/30/2006,1/1/1900,1/1/1900,1/25/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,161.46,161.46,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,2/8/2006,6/7/2014,1/1/1900,1/1/1900,2/8/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834854,218.62,218.62,2,Credit Card Payment,B,5/24/2019,24,?
English,A,Active,9/13/2006,9/16/2006,1/1/1900,1/1/1900,9/13/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834004,164.39,333.03,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,8/30/2006,10/11/2012,1/1/1900,1/1/1900,8/30/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,40.12,180.54,8,Cash Payment,B,11/29/2019,24,?
English,A,Active,2/5/2000,10/24/2006,1/1/1900,1/1/1900,10/30/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,72.06,72.06,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,9/3/2006,9/9/2006,1/1/1900,1/1/1900,9/3/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,150.12,150.12,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,11/6/2006,11/21/2006,1/1/1900,1/1/1900,11/6/2006,Y,Pinless Debit,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,145.78,145.78,P,Pinless Debit,?,1/1/1900,0,?
English,A,Active,10/24/2006,6/30/2008,1/1/1900,1/1/1900,10/24/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834004,64.54,178.77,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/12/2006,6/15/2006,1/1/1900,1/1/1900,6/12/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834804,50.17,50.17,8,Cash Payment,B,8/20/2020,24,?
English,A,Active,4/3/2006,4/8/2006,1/1/1900,1/1/1900,4/3/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,136.47,136.47,E,True Credit Card,B,3/14/2021,24,?
English,A,Active,6/19/2006,7/24/2006,1/1/1900,1/1/1900,6/19/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,10/15/2018,88834054,70.06,70.06,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,1/16/2006,1/22/2006,1/1/1900,1/1/1900,1/16/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,89336964,192.41,192.41,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,1/13/2006,7/22/2008,1/1/1900,1/1/1900,1/13/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,32.46,32.46,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/8/2006,6/9/2006,1/1/1900,1/1/1900,6/9/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89336964,151.89,151.89,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,7/13/2006,6/1/2009,1/1/1900,1/1/1900,7/13/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,10/3/2018,88834854,240.48,219.74,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,2/14/2006,2/17/2006,1/1/1900,1/1/1900,2/14/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,1/1/1900,89336964,178.32,178.32,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,3/28/2006,12/8/2011,1/1/1900,1/1/1900,3/28/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,88834804,18.93,19.65,E,True Credit Card,B,5/23/2019,24,?
Spanish,A,Active,8/31/2006,2/25/2014,1/1/1900,1/1/1900,8/31/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834824,226.92,148.21,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,4/18/2006,4/21/2006,1/1/1900,1/1/1900,4/18/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,133.32,133.32,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,2/17/2006,3/11/2010,1/1/1900,1/1/1900,2/17/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,225.35,285.48,E,True Credit Card,B,1/23/2019,24,?
English,A,Active,1/30/2006,2/14/2006,1/1/1900,1/1/1900,1/30/2006,Y,Credit Card Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,205.68,130.73,2,Credit Card Payment,B,3/30/2020,24,?
English,A,Active,8/10/2006,8/16/2006,1/1/1900,1/1/1900,8/10/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,10/2/2018,88834874,205.25,205.25,E,True Credit Card,B,6/24/2019,25,?
English,A,Active,8/2/2006,8/12/2006,1/1/1900,1/1/1900,8/2/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,338.96,338.96,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,7/18/2006,7/25/2006,1/1/1900,1/1/1900,7/18/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,249.3,255.69,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,2/2/2006,2/9/2006,1/1/1900,1/1/1900,2/2/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,227.05,222.64,8,Cash Payment,B,10/19/2019,24,?
English,A,Active,8/2/2006,8/7/2006,1/1/1900,1/1/1900,8/2/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,78.21,160.67,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/4/2006,12/15/2006,1/1/1900,1/1/1900,12/4/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834054,190.72,186.47,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,7/7/2006,10/16/2011,1/1/1900,1/1/1900,7/7/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,10/2/2018,88834864,59.96,174.23,8,Cash Payment,B,10/1/2020,24,?
English,A,Active,3/27/2006,4/15/2006,1/1/1900,1/1/1900,3/27/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,139.35,149.95,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,10/16/2003,10/18/2003,1/1/1900,1/1/1900,9/3/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,87.53,89.65,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,4/26/2006,4/27/2006,1/1/1900,1/1/1900,4/26/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,88834004,104.74,104.74,E,True Credit Card,B,2/25/2021,24,?
Spanish,A,Active,7/3/2006,7/8/2006,1/1/1900,1/1/1900,7/3/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834814,208.13,208.13,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,2/22/2006,2/22/2006,1/1/1900,1/1/1900,2/22/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,228.68,228.68,8,Cash Payment,B,2/4/2019,24,?
English,A,Active,8/30/2006,9/3/2006,1/1/1900,1/1/1900,8/30/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,132.43,132.43,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/7/2006,6/8/2006,1/1/1900,1/1/1900,6/7/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834024,129,129,8,Cash Payment,B,11/15/2019,24,?
English,A,Active,11/11/2006,7/27/2008,1/1/1900,1/1/1900,11/11/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,129.47,129.47,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,2/17/2006,2/25/2006,1/1/1900,1/1/1900,2/17/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,80.99,108.53,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,12/26/2006,12/28/2006,1/1/1900,1/1/1900,12/26/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,124.48,167.25,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,4/28/2006,5/23/2012,1/1/1900,1/1/1900,4/28/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834864,159.66,159.66,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,3/15/2000,3/20/2000,1/1/1900,1/1/1900,3/10/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,274.18,122.47,8,Cash Payment,B,10/21/2020,24,?
English,A,Active,11/22/2000,11/22/2000,1/1/1900,1/1/1900,11/15/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,143.09,143.09,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,4/18/2006,4/18/2006,1/1/1900,1/1/1900,4/18/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834054,140.78,140.78,8,Cash Payment,B,12/26/2019,24,?
English,A,Active,9/26/2006,10/14/2006,1/1/1900,1/1/1900,9/26/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,124.45,136.3,E,True Credit Card,B,7/29/2021,24,?
English,A,Active,4/21/2006,4/22/2006,1/1/1900,1/1/1900,4/21/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,182.94,185.27,8,Cash Payment,?,1/1/1900,0,?
Spanish,A,Active,4/13/2006,6/11/2011,1/1/1900,1/1/1900,4/13/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834834,60.15,80.15,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,8/22/2006,8/25/2006,1/1/1900,1/1/1900,8/22/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,174.84,175.3,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,1/22/2006,1/24/2006,1/1/1900,1/1/1900,1/22/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,2/20/2016,88834874,81.17,167.34,8,Cash Payment,B,11/12/2020,24,?
English,A,Active,7/20/2006,8/12/2006,1/1/1900,1/1/1900,7/20/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834054,96.48,131.05,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,5/22/2006,5/28/2006,1/1/1900,1/1/1900,5/22/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,89337264,123.78,123.78,E,True Credit Card,B,7/20/2019,24,?
English,A,Active,10/24/2006,10/25/2006,1/1/1900,1/1/1900,10/24/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89337264,118.85,92.13,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,8/15/2006,8/17/2006,1/1/1900,1/1/1900,8/15/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,86.05,128.86,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,12/8/1994,9/13/1995,1/1/1900,1/1/1900,3/14/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,78.89,78.89,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,8/13/2006,8/13/2006,1/1/1900,1/1/1900,8/13/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834054,187.32,174.52,E,True Credit Card,B,3/14/2019,24,?
English,A,Active,11/22/2006,12/3/2006,1/1/1900,1/1/1900,11/22/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834054,160.95,162.2,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,3/17/2006,3/24/2006,1/1/1900,1/1/1900,3/17/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,89336964,313.21,154.48,8,Cash Payment,B,12/2/2018,24,?
English,A,Active,10/29/2006,11/3/2006,1/1/1900,1/1/1900,11/3/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,89336964,140.86,140.86,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,10/16/2006,10/26/2006,1/1/1900,1/1/1900,10/16/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834044,104.84,104.84,8,Cash Payment,B,10/10/2018,24,?
English,A,Active,6/5/2006,6/5/2006,1/1/1900,1/1/1900,6/5/2006,Y,Direct Pay,EBILL STMT,Y,1/1/1900,1/1/1900,88834004,90.99,90.99,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,7/7/2006,7/17/2006,1/1/1900,1/1/1900,7/17/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,89336964,147.15,147.15,6,Direct Pay,B,8/25/2021,24,?
English,A,Active,8/28/2002,9/5/2002,1/1/1900,1/1/1900,6/28/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834044,38.54,38.54,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/27/2006,7/10/2006,1/1/1900,1/1/1900,6/27/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,196.21,197.14,E,True Credit Card,B,7/22/2020,12,?
English,A,Active,1/25/2006,1/27/2006,1/1/1900,1/1/1900,1/25/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834054,147.17,147.17,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,6/9/2006,6/14/2006,1/1/1900,1/1/1900,6/9/2006,Y,True Credit Card,PAPER STMT,Y,1/1/1900,1/1/1900,88834864,154.47,76.77,E,True Credit Card,?,1/1/1900,0,?
English,A,Active,8/19/2006,8/25/2006,1/1/1900,1/1/1900,8/19/2006,Y,Direct Pay,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,222.19,222.19,6,Direct Pay,?,1/1/1900,0,?
English,A,Active,5/11/2006,5/15/2006,1/1/1900,1/1/1900,5/11/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834854,255.6,261.24,8,Cash Payment,B,11/16/2018,24,?
English,A,Active,3/22/2006,4/25/2013,1/1/1900,1/1/1900,3/22/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834054,181.69,181.69,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,1/13/2006,1/20/2006,1/1/1900,1/1/1900,1/13/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,170.81,170.81,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,3/9/2006,3/18/2006,1/1/1900,1/1/1900,3/9/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88833984,103.74,103.74,E,True Credit Card,B,8/3/2019,24,?
English,A,Active,1/25/2006,1/28/2006,1/1/1900,1/1/1900,1/25/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,88834874,100.77,100.77,E,True Credit Card,B,5/10/2019,26,?
Spanish,A,Active,3/10/2006,3/17/2006,1/1/1900,1/1/1900,3/10/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834804,94.08,94.08,2,Credit Card Payment,B,12/10/2019,24,?
English,A,Active,12/11/2006,12/27/2009,1/1/1900,1/1/1900,12/11/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88833984,80.64,80.64,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,7/20/2006,7/25/2006,1/1/1900,1/1/1900,7/20/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834004,110.68,110.68,8,Cash Payment,?,1/1/1900,0,?
English,A,Active,8/7/2006,8/12/2006,1/1/1900,1/1/1900,8/7/2006,Y,Credit Card Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834804,69.09,69.09,2,Credit Card Payment,?,1/1/1900,0,?
English,A,Active,9/18/2006,9/11/2013,1/1/1900,1/1/1900,9/18/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834874,84.56,96.97,8,Cash Payment,B,3/15/2020,12,?
English,A,Active,11/21/2006,12/8/2006,1/1/1900,1/1/1900,11/21/2006,Y,True Credit Card,EBILL STMT,Y,1/1/1900,1/1/1900,89336964,159.5,159.5,E,True Credit Card,B,9/15/2019,35,?
English,A,Active,6/29/2006,7/3/2006,1/1/1900,1/1/1900,6/29/2006,Y,Cash Payment,EBILL STMT,Y,1/1/1900,1/1/1900,88834854,213.82,213.82,8,Cash Payment,B,12/27/2018,24,?
Spanish,A,Active,9/11/2006,9/28/2006,1/1/1900,1/1/1900,9/11/2006,Y,Cash Payment,PAPER STMT,Y,1/1/1900,1/1/1900,88834824,61.33,61.33,8,Cash Payment,?,1/1/1900,0,?
